File version,3
Missing data value,-9999
EOM
Project name,
Program,RODIS.Core 1.0.0.0
Latest result run time,2026-09-03 15:21:40
Simulation time,1950-01-01 - 1960-04-01
Field,Units,RunName,ScenarioName,ScenarioInputSetName,Name,Site,ElementName,WaterFeatureType,ElementType,Structure,Custom
EOC
24
1,ML,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Impact,1MLd: Not real stream @ Constant inflow of 1 ML/d,Impact,Confluence,Node,Impact,d283b8ea8c604caba4b1136de1bc7e44
2,ML,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Impact for Unrestricted Demand Node,1MLd: Not real stream @ Constant inflow of 1 ML/d,Impact for Unrestricted Demand Node,Confluence,Node,Impact for Unrestricted Demand Node,d283b8ea8c604caba4b1136de1bc7e44
3,ML,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Impact as Additional Inflow,1MLd: Not real stream @ Constant inflow of 1 ML/d,Impact as Additional Inflow,Confluence,Node,Impact as Additional Inflow,d283b8ea8c604caba4b1136de1bc7e44
4,ML,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Unimpacted Flow,1MLd: Not real stream @ Constant inflow of 1 ML/d,Unimpacted Flow,Confluence,Node,Unimpacted Flow,d283b8ea8c604caba4b1136de1bc7e44
5,ML,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Pumped Inflow,1MLd: Not real stream @ Constant inflow of 1 ML/d,Pumped Inflow,Confluence,Node,Pumped Inflow,d283b8ea8c604caba4b1136de1bc7e44
6,ML,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Net Rainfall Volume,1MLd: Not real stream @ Constant inflow of 1 ML/d,Net Rainfall Volume,Confluence,Node,Net Rainfall Volume,d283b8ea8c604caba4b1136de1bc7e44
7,ML,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Demand Volume Extracted,1MLd: Not real stream @ Constant inflow of 1 ML/d,Demand Volume Extracted,Confluence,Node,Demand Volume Extracted,d283b8ea8c604caba4b1136de1bc7e44
8,ML,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Spill Downstream Flow,1MLd: Not real stream @ Constant inflow of 1 ML/d,Spill Downstream Flow,Confluence,Node,Spill Downstream Flow,d283b8ea8c604caba4b1136de1bc7e44
9,ML,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Change in Storage Volume,1MLd: Not real stream @ Constant inflow of 1 ML/d,Change in Storage Volume,Confluence,Node,Change in Storage Volume,d283b8ea8c604caba4b1136de1bc7e44
10,ML,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Storage Volume End of Timestep,1MLd: Not real stream @ Constant inflow of 1 ML/d,Storage Volume End of Timestep,Confluence,Node,Storage Volume End of Timestep,d283b8ea8c604caba4b1136de1bc7e44
11,ML,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Bypass Downstream Flow,1MLd: Not real stream @ Constant inflow of 1 ML/d,Bypass Downstream Flow,Confluence,Node,Bypass Downstream Flow,d283b8ea8c604caba4b1136de1bc7e44
12,ML,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Local Catchment Inflow,1MLd: Not real stream @ Constant inflow of 1 ML/d,Local Catchment Inflow,Confluence,Node,Local Catchment Inflow,d283b8ea8c604caba4b1136de1bc7e44
13,ML,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Downstream Flow,1MLd: Not real stream @ Constant inflow of 1 ML/d,Downstream Flow,Confluence,Node,Downstream Flow,d283b8ea8c604caba4b1136de1bc7e44
14,ML,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Storage Capacity at Full Supply,1MLd: Not real stream @ Constant inflow of 1 ML/d,Storage Capacity at Full Supply,Confluence,Node,Storage Capacity at Full Supply,d283b8ea8c604caba4b1136de1bc7e44
15,ML,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Volume Balance Misclosure,1MLd: Not real stream @ Constant inflow of 1 ML/d,Volume Balance Misclosure,Confluence,Node,Volume Balance Misclosure,d283b8ea8c604caba4b1136de1bc7e44
16,ML,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Seepage Loss Volume,1MLd: Not real stream @ Constant inflow of 1 ML/d,Seepage Loss Volume,Confluence,Node,Seepage Loss Volume,d283b8ea8c604caba4b1136de1bc7e44
17,ML,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Seepage Loss Volume at Full,1MLd: Not real stream @ Constant inflow of 1 ML/d,Seepage Loss Volume at Full,Confluence,Node,Seepage Loss Volume at Full,d283b8ea8c604caba4b1136de1bc7e44
18,ML.day^-1,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Bypass Flow Capacity,1MLd: Not real stream @ Constant inflow of 1 ML/d,Bypass Flow Capacity,Confluence,Node,Bypass Flow Capacity,d283b8ea8c604caba4b1136de1bc7e44
19,ML.day^-1,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Pumped Inflow Capacity,1MLd: Not real stream @ Constant inflow of 1 ML/d,Pumped Inflow Capacity,Confluence,Node,Pumped Inflow Capacity,d283b8ea8c604caba4b1136de1bc7e44
20,ML,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Top-Down Volume Balance Misclosure,1MLd: Not real stream @ Constant inflow of 1 ML/d,Top-Down Volume Balance Misclosure,Confluence,Node,Top-Down Volume Balance Misclosure,d283b8ea8c604caba4b1136de1bc7e44
21,ML,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Total Subcatchment Runoff,1MLd: Not real stream @ Constant inflow of 1 ML/d,Total Subcatchment Runoff,Confluence,Node,Total Subcatchment Runoff,d283b8ea8c604caba4b1136de1bc7e44
22,ML,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Dam Removal Storage Loss,1MLd: Not real stream @ Constant inflow of 1 ML/d,Dam Removal Storage Loss,Confluence,Node,Dam Removal Storage Loss,d283b8ea8c604caba4b1136de1bc7e44
23,ML,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Cumulative Bottom-Up Misclosure,1MLd: Not real stream @ Constant inflow of 1 ML/d,Cumulative Bottom-Up Misclosure,Confluence,Node,Cumulative Bottom-Up Misclosure,d283b8ea8c604caba4b1136de1bc7e44
24,ML,,1 dam; irrigation demand; irrigation time series; no bypass; no winterfill,,Confluence: 1MLd: Not real stream @ Constant inflow of 1 ML/d: Cumulative Top-Down Misclosure,1MLd: Not real stream @ Constant inflow of 1 ML/d,Cumulative Top-Down Misclosure,Confluence,Node,Cumulative Top-Down Misclosure,d283b8ea8c604caba4b1136de1bc7e44
Date,1>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Impact,2>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Impact for Unrestricted Demand Node,3>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Impact as Additional Inflow,4>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Unimpacted Flow,5>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Pumped Inflow,6>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Net Rainfall Volume,7>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Demand Volume Extracted,8>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Spill Downstream Flow,9>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Change in Storage Volume,10>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Storage Volume End of Timestep,11>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Bypass Downstream Flow,12>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Local Catchment Inflow,13>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Downstream Flow,14>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Storage Capacity at Full Supply,15>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Volume Balance Misclosure,16>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Seepage Loss Volume,17>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Seepage Loss Volume at Full,18>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Bypass Flow Capacity,19>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Pumped Inflow Capacity,20>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Top-Down Volume Balance Misclosure,21>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Total Subcatchment Runoff,22>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Dam Removal Storage Loss,23>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Cumulative Bottom-Up Misclosure,24>Confluence> 1MLd> Not real stream @ Constant inflow of 1 ML/d> Cumulative Top-Down Misclosure
EOH
1950-01-01,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-02,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-03,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-04,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-05,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-06,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-07,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-08,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-09,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-10,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-11,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-12,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-13,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-14,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-15,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-16,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-17,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-18,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-19,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-20,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-21,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-22,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-23,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-24,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-25,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-26,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-27,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-28,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-29,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-30,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-01-31,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-01,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-02,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-03,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-04,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-05,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-06,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-07,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-08,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-09,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-10,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-11,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-12,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-13,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-14,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-15,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-16,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-17,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-18,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-19,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-20,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-21,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-22,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-23,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-24,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-25,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-26,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-27,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-02-28,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-01,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-02,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-03,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-04,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-05,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-06,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-07,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-08,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-09,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-10,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-11,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-12,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-13,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-14,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-15,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-16,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-17,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-18,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-19,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-20,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-21,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-22,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-23,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-24,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-25,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-26,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-27,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-28,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-29,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-30,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-03-31,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-04-01,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-04-02,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1950-04-03,0,0,0,0,0,-0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
